Gene,AUROC,Spearman,MSE,MAE
CSE1L,0.8220556947735176,0.5911215962836107,0.3175441109471851,0.44246614
CSRP1,0.7722150562063592,0.5393758432003499,0.9465627703401778,0.7731942
CSTB,0.8235911544600192,0.614882763448616,0.6608046061462827,0.6400597
CTHRC1,0.7085034640302882,0.40470654885015256,0.9670597910881042,0.79033524
CTSB,0.762889094096413,0.5168734804111681,1.2327160702811346,0.8959052
CTSD,0.7721148637409225,0.515664499091416,0.9604036940468682,0.78526163
CTSE,0.7387551147916694,0.3942900461169164,0.6769175645377901,0.57225406
CTSH,0.7630882588894319,0.49319705523362445,0.8725208673212264,0.72654194
CTSK,0.6525113004605838,0.29358175953427684,0.6610995497968462,0.6605942
CTSS,0.7925780863051226,0.5486351719410405,1.112642718685998,0.82436764
CXCL1,0.7602175271399545,0.4293856295204752,0.39072473181618583,0.44578287
CXCL10,0.6787545569291049,0.2972370843349354,1.656528815627098,0.83882594
CXCL12,0.6510862512239979,0.2807058904736913,0.6244098113642799,0.6371754
CXCL13,0.6818225500574027,0.24667898492490803,0.28678625490930343,0.33467615
CXCL14,0.6201932847326359,0.20875864459567173,1.0314362777603998,0.78360397
CXCL2,0.7023853821319772,0.36047685916087796,0.5044696264796786,0.5358584
CXCL3,0.7812772956404567,0.4716577836661842,0.5581696977217993,0.53235745
CXCL8,0.712131404698733,0.3646532507495147,0.9451325635115305,0.7095461
CXCL9,0.6708603946947647,0.273619945246054,1.2209759594665632,0.7163899
CXCR4,0.701083586697435,0.3790948738101389,0.5712451769245995,0.61256576
CYC1,0.8710568505481028,0.69767138907067,0.6861481997701857,0.66607964
CYP2S1,0.8124848841355993,0.5082995188235003,0.34212252332104576,0.42216328
CYP3A5,0.8473123033770391,0.6245519047526025,0.33701293336020577,0.4347004
CYP51A1,0.8193057307043596,0.5808447827785519,0.4543450242943234,0.50519645
CYSTM1,0.8447707674203335,0.6400942907837707,0.6840183072619967,0.6652103
DBI,0.8447121289319284,0.6639412409776162,0.4901566141181522,0.5661706
DCN,0.6943867179606524,0.38465728677371547,1.1179353727234735,0.8549137
DCTPP1,0.8461560567009397,0.648364706702549,0.4086265282498466,0.50201356
DDAH1,0.8545365842594478,0.6695277919922655,0.4771416187286377,0.5596361
DDIT4,0.7737339803372897,0.5348133824572269,0.8576478163401285,0.7398883
DDR1,0.874507859001343,0.6965859675877121,0.7259624832206302,0.66481245
DDX21,0.836138642778884,0.6287971666806608,0.48534347282515633,0.55939317
DEGS2,0.8274640794915836,0.5620107349581862,0.387500980661975,0.434467
DEPP1,0.5950395417324752,0.1922080648483918,0.5235344039069282,0.5910839
DERL3,0.6535538022826357,0.22185585103601924,0.19358868151903152,0.3144736
DES,0.7015418662554957,0.39271878478535405,1.6870099769698248,1.0245086
DGAT1,0.8480399793531311,0.6539500170601845,0.44130226638582015,0.53116876
DHCR24,0.8354755221505976,0.6227773532965711,0.5358090831173791,0.5615603
DKC1,0.8498049521768825,0.6415502956725911,0.5039129638009601,0.56023467
DKK3,0.6531998771013436,0.29288969988769725,0.6753280460834503,0.6684711
DLG3,0.839012317433492,0.6234541380708183,0.3490390015972985,0.4622529
DLGAP5,0.8088837330972346,0.5055221329104784,0.28773919492959976,0.37136728
DMKN,0.7948542688004847,0.5071484050603572,0.3313833698630333,0.42834172
DNM2,0.8797851960471895,0.7119145774390562,0.5813825329144796,0.61769986
DPEP1,0.7042891425602174,0.3206387546910079,0.4928133330411381,0.49794477
DPYSL3,0.699406845768914,0.391297494509947,0.5946985913647546,0.6306862
DSC2,0.8328903464399181,0.6212121353411216,0.4459719691011641,0.5204581
DSG2,0.8893055285680389,0.7298222919521234,0.6249390112029182,0.6226863
