Gene,AUROC,Spearman,MSE,MAE
FASN,0.8273150515680242,0.61756868820457,0.4773757987552219,0.55219406
FBL,0.8426761996291853,0.642849728267394,0.38054824703269535,0.48960447
FBLN1,0.7240839571534508,0.425368269685397,0.5804893175760905,0.61816794
FBLN2,0.6762369360947139,0.3386156598372057,0.518017022146119,0.5810489
FBLN5,0.6454270752928487,0.27102119173545686,0.3344227390156852,0.47435692
FBN1,0.7181387256066504,0.42982864806748144,0.5553055670526292,0.60334253
FBP1,0.8033427944143204,0.5593930982530647,0.49108029239707524,0.51752204
FBXO32,0.7239987026132282,0.4526514332287306,0.4974256389670902,0.5724389
FCER1G,0.6850679598677962,0.34860625232397335,0.8258626229233212,0.7076392
FCGBP,0.752290134033394,0.46494473141198545,2.1800154646237693,1.0829501
FDFT1,0.8439478142469853,0.6331287717696858,0.509270555443234,0.5498698
FERMT1,0.8807119290938201,0.7005545930927745,0.5565763579474555,0.5508614
FGF7,0.6726274225391943,0.31782704171794623,0.47757864991823834,0.5428559
FGFR1,0.666111681061823,0.33072864116693457,0.40780340962939793,0.52297366
FILIP1L,0.6731447424908932,0.3422069119817621,0.5080639339155621,0.5775133
FKBP10,0.7839326718642987,0.544566517183271,0.6321830153465271,0.63938385
FLNA,0.7898343958000957,0.5756426445148766,0.6657829085985819,0.65594864
FLNB,0.8660693355733934,0.6805517479927791,0.49710938665601945,0.5647384
FMOD,0.6674426371210939,0.318410542213744,0.6046421428521475,0.626929
FN1,0.7560508001849553,0.5340417329247953,1.1950326297018263,0.86957747
FNDC1,0.6979830843431373,0.3598444135215055,0.3588230394654804,0.47474396
FOS,0.6341852885255673,0.26993623496979635,1.49815167983373,1.0171441
